Fas	Fas	NN	B-NP	B-protein	Mention 3	
of	of	IN	B-PP	O	
neuropilins	neuropilin	NNS	B-NP	B-protein	
expressed	express	VBN	B-VP	O	
by	by	IN	B-PP	O	
responsive	responsive	JJ	B-NP	O	
neurons	neuron	NNS	I-NP	O	
.	.	.	O	O	
In	In	IN	B-PP	O	
support	support	NN	B-NP	O	
of	of	IN	B-PP	O	
this	this	DT	B-NP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
show	show	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
sympathetic	sympathetic	JJ	B-NP	O	Mention 275	
axons	axon	NNS	I-NP	O	
coexpress	coexpres	VBP	B-VP	O	
neuropilin-1	neuropilin-1	NN	B-NP	B-protein	
and	and	CC	O	I-protein	
-2	-2	CD	B-NP	I-protein	
,	,	,	O	O	
that	that	IN	B-SBAR	O	
their	their	PRP$	B-NP	O	Mention 276	Mention 277	
responses	response	NNS	I-NP	O	
to	to	TO	B-PP	O	
Sema	Sema	NN	B-NP	B-protein	
III	III	CD	I-NP	I-protein	
,	,	,	O	O	
Sema	Sema	NNP	B-NP	O	
E	E	NNP	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
Sema	Sema	NN	B-NP	B-protein	
IV	IV	CD	I-NP	I-protein	
are	be	VBP	B-VP	O	
affected	affect	VBN	I-VP	O	
in	in	IN	B-PP	O	
predicted	predict	VBN	B-NP	O	
ways	way	NNS	I-NP	O	
by	by	IN	B-PP	O	
antibodies	antibody	NNS	B-NP	B-protein	
to	to	TO	B-PP	O	
neuropilin-1	neuropilin-1	NN	B-NP	B-protein	
,	,	,	O	O	
and	and	CC	O	O	
that	that	IN	B-SBAR	O	
neuropilin-1	neuropilin-1	NN	B-NP	B-protein	
and	and	CC	O	I-protein	
-2	-2	CD	B-NP	I-protein	
can	can	MD	B-VP	O	
form	form	VB	I-VP	O	
homo-	homo-	JJ	B-ADJP	O	
and	and	CC	O	O	
heterooligomers	heterooligomer	NNS	B-NP	O	
through	through	IN	B-PP	O	
an	an	DT	B-NP	O	
interaction	interaction	NN	I-NP	O	
involving	involve	VBG	B-VP	O	
at	at	IN	B-ADVP	O	
least	least	JJS	I-ADVP	O	
partly	partly	RB	B-ADVP	O	
the	the	DT	B-NP	O	
neuropilin	neuropilin	NN	I-NP	O	
MAM	MAM	NN	I-NP	O	Mention 278	
(	(	(	O	O	
meprin	meprin	NN	B-NP	O	Mention 279	
,	,	,	O	O	
A5	A5	NN	B-NP	B-protein	
,	,	,	O	O	
mu	mu	NN	B-NP	O	
)	)	)	O	O	
domain	domain	NN	B-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
results	result	NNS	I-NP	O	
support	support	VBP	B-VP	O	
the	the	DT	B-NP	O	
idea	idea	NN	I-NP	O	
that	that	IN	B-SBAR	O	
in	in	IN	B-PP	O	
sympathetic	sympathetic	JJ	B-NP	O	
axons	axon	NNS	I-NP	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
Sema	Sema	NN	I-NP	O	
III	III	CD	I-NP	O	
signal	signal	NN	I-NP	O	
is	be	VBZ	B-VP	O	
mediated	mediate	VBN	I-VP	O	
predominantly	predominantly	RB	B-ADVP	O	
by	by	IN	B-PP	O	
neuropilin-1	neuropilin-1	NN	B-NP	B-protein	
oligomers	oligomer	NNS	I-NP	I-protein	
,	,	,	O	O	
the	the	DT	B-NP	O	
Sema	Sema	NN	I-NP	O	
IV	IV	CD	I-NP	O	
signal	signal	NN	I-NP	O	
by	by	IN	B-PP	O	
neuropilin-2	neuropilin-2	NN	B-NP	B-protein	
oligomers	oligomer	NNS	I-NP	I-protein	
,	,	,	O	O	
and	and	CC	O	O	
the	the	DT	B-NP	O	
Sema	Sema	NNP	I-NP	O	
E	E	NNP	I-NP	O	
signal	signal	NN	I-NP	O	
by	by	IN	B-PP	O	
neuropilin-1	neuropilin-1	NN	B-NP	B-protein	
and	and	CC	O	I-protein	
-2	-2	CD	B-NP	I-protein	
,	,	,	O	O	
either	either	CC	O	O	
as	as	IN	B-PP	O	
homo-	homo-	JJ	B-ADJP	O	
or	or	CC	O	O	
heterooligomers	heterooligomer	NNS	B-NP	B-protein	
.	.	.	O	O	
Hippocampal	Hippocampal	JJ	B-NP	O	
long-term	long-term	JJ	I-NP	O	Mention 280	
potentiation	potentiation	NN	I-NP	O	
(	(	(	O	O	
LTP	LTP	NN	B-NP	B-protein	Mention 281	
)	)	)	O	O	
and	and	CC	O	O	
long-term	long-term	JJ	B-NP	O	Mention 282	
depression	depression	NN	I-NP	O	
(	(	(	O	O	
LTD	LTD	NN	B-NP	O	Mention 283	
)	)	)	O	O	
are	be	VBP	B-VP	O	
the	the	DT	B-NP	O	
most	most	RBS	I-NP	O	
widely	widely	RB	I-NP	O	
studied	study	VBN	I-NP	O	
forms	form	NNS	I-NP	O	
of	of	IN	B-PP	O	
synaptic	synaptic	JJ	B-NP	O	
plasticity	plasticity	NN	I-NP	O	
thought	think	VBN	B-VP	O	
to	to	TO	I-VP	O	
underlie	underlie	VB	I-VP	O	
spatial	spatial	JJ	B-NP	O	
learning	learning	NN	I-NP	O	
and	and	CC	I-NP	O	
memory	memory	NN	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
report	report	VBP	B-VP	O	
here	here	RB	B-ADVP	O	
that	that	IN	B-SBAR	O	
RARbeta	RARbeta	NN	B-NP	B-protein	Mention 284	
deficiency	deficiency	NN	I-NP	O	
in	in	IN	B-PP	O	
mice	mouse	NNS	B-NP	O	
virtually	virtually	RB	B-ADVP	O	
eliminates	eliminate	VBZ	B-VP	O	
hippocampal	hippocampal	JJ	B-NP	O	
CA1	CA1	NN	I-NP	O	
LTP	LTP	NN	I-NP	O	
and	and	CC	I-NP	O	
LTD	LTD	NN	I-NP	O	
.	.	.	O	O	
It	It	PRP	B-NP	O	Mention 285	
also	also	RB	B-ADVP	O	
results	result	VBZ	B-VP	O	
in	in	IN	B-PP	O	
substantial	substantial	JJ	B-NP	O	
performance	performance	NN	I-NP	O	
deficits	deficit	NNS	I-NP	O	
in	in	IN	B-PP	O	
spatial	spatial	JJ	B-NP	O	
learning	learning	NN	I-NP	O	
and	and	CC	I-NP	O	
memory	memory	NN	I-NP	O	
tasks	task	NNS	I-NP	O	
.	.	.	O	O	
Surprisingly	Surprisingly	RB	B-ADVP	O	
,	,	,	O	O	
RXRgamma	RXRgamma	NN	B-NP	B-protein	
null	null	JJ	I-NP	O	
mice	mouse	NNS	I-NP	O	
exhibit	exhibit	VBP	B-VP	O	
a	a	DT	B-NP	O	
distinct	distinct	JJ	I-NP	O	
phenotype	phenotype	NN	I-NP	O	
in	in	IN	B-PP	O	
which	which	WDT	B-NP	O	
LTD	LTD	NN	B-NP	B-protein	
is	be	VBZ	B-VP	O	
lost	lose	VBN	I-VP	O	
whereas	whereas	IN	B-PP	O	
LTP	LTP	NN	B-NP	B-protein	
is	be	VBZ	B-VP	O	
normal	normal	JJ	B-ADJP	O	
.	.	.	O	O	
Thus	Thus	RB	B-ADVP	O	
,	,	,	O	O	
while	while	IN	B-SBAR	O	
retinoid	retinoid	NN	B-NP	B-protein	Mention 286	
receptors	receptor	NNS	I-NP	I-protein	
contribute	contribute	VBP	B-VP	O	
to	to	TO	B-PP	O	
both	both	CC	O	O	
LTP	LTP	NN	B-NP	B-protein	
and	and	CC	I-NP	O	
LTD	LTD	NN	I-NP	B-protein	
,	,	,	O	O	
they	they	PRP	B-NP	O	Mention 287	
do	do	VBP	B-VP	O	
so	so	RB	B-ADVP	O	
in	in	IN	B-PP	O	
different	different	JJ	B-NP	O	
ways	way	NNS	I-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
findings	finding	NNS	I-NP	O	
not	not	RB	B-CONJP	O	
only	only	RB	I-CONJP	O	
genetically	genetically	RB	B-NP	O	
uncouple	uncouple	JJ	I-NP	O	
LTP	LTP	NN	I-NP	O	
and	and	CC	I-NP	O	
LTD	LTD	NN	I-NP	O	
but	but	CC	B-CONJP	O	
also	also	RB	I-CONJP	O	
reveal	reveal	VBP	B-VP	O	
a	a	DT	B-NP	O	
novel	novel	JJ	I-NP	O	
and	and	CC	I-NP	O	
unexpected	unexpected	JJ	I-NP	O	
role	role	NN	I-NP	O	
for	for	IN	B-PP	O	
vitamin	vitamin	NN	B-NP	B-protein	
A	A	NN	I-NP	I-protein	
in	in	IN	B-PP	O	
higher	high	JJR	B-NP	O	
cognitive	cognitive	JJ	I-NP	O	
functions	function	NNS	I-NP	O	
.	.	.	O	O	
Familial	Familial	JJ	B-NP	O	
prion	prion	NN	I-NP	O	
diseases	disease	NNS	I-NP	O	
are	be	VBP	B-VP	O	
caused	cause	VBN	I-VP	O	
by	by	IN	B-PP	O	
mutations	mutation	NNS	B-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
gene	gene	NN	I-NP	O	
encoding	encode	VBG	B-VP	O	
the	the	DT	B-NP	O	
prion	prion	NN	I-NP	B-protein	Mention 289	
protein	protein	NN	I-NP	I-protein	
(	(	(	O	O	
PrP	PrP	NN	B-NP	B-protein	Mention 290	
)	)	)	O	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
have	have	VBP	B-VP	O	
produced	produce	VBN	I-VP	O	
transgenic	transgenic	JJ	B-NP	O	Mention 291	
mice	mouse	NNS	I-NP	O	
that	that	WDT	B-NP	O	
express	express	VBP	B-VP	O	
the	the	DT	B-NP	O	
mouse	mouse	NN	I-NP	O	
homolog	homolog	NN	I-NP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
mutant	mutant	JJ	I-NP	B-protein	
human	human	JJ	I-NP	I-protein	
PrP	PrP	NN	I-NP	I-protein	
containing	contain	VBG	B-VP	O	
a	a	DT	B-NP	O	
nine	nine	CD	I-NP	O	
octapeptide	octapeptide	NN	I-NP	O	
insertion	insertion	NN	I-NP	O	
associated	associate	VBN	B-VP	O	
with	with	IN	B-PP	O	
prion	prion	NN	B-NP	O	
dementia	dementia	NN	I-NP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	Mention 292	
mice	mouse	NNS	I-NP	O	
exhibit	exhibit	VBP	B-VP	O	
a	a	DT	B-NP	O	
slowly	slowly	RB	I-NP	O	
progressive	progressive	JJ	I-NP	O	
neurological	neurological	JJ	I-NP	O	
disorder	disorder	NN	I-NP	O	
characterized	characterize	VBN	B-VP	O	
clinically	clinically	RB	B-ADVP	O	
by	by	IN	B-PP	O	
ataxia	ataxia	NN	B-NP	O	
and	and	CC	O	O	
neuropathologically	neuropathologically	RB	B-ADVP	O	
by	by	IN	B-PP	O	
cerebellar	cerebellar	JJ	B-NP	O	
atrophy	atrophy	NN	I-NP	O	
and	and	CC	I-NP	O	
granule	granule	NN	I-NP	O	
cell	cell	NN	I-NP	O	
loss	loss	NN	I-NP	O	
,	,	,	O	O	
gliosis	gliosis	NN	B-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
PrP	PrP	NN	B-NP	O	
deposition	deposition	NN	I-NP	O	
that	that	WDT	B-NP	O	
is	be	VBZ	B-VP	O	
most	most	RBS	B-ADJP	O	
prominent	prominent	JJ	I-ADJP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
cerebellum	cerebellum	NN	I-NP	O	
and	and	CC	I-NP	O	
hippocampus	hippocampus	NN	I-NP	O	
.	.	.	O	O	
Mutant	Mutant	JJ	B-NP	B-protein	
PrP	PrP	NN	I-NP	I-protein	
molecules	molecule	NNS	I-NP	I-protein	
expressed	express	VBN	B-VP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
brains	brain	NNS	I-NP	O	
of	of	IN	B-PP	O	
these	these	DT	B-NP	O	Mention 293	
mice	mouse	NNS	I-NP	O	
are	be	VBP	B-VP	O	
resistant	resistant	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
digestion	digestion	NN	B-NP	O	
by	by	IN	B-PP	O	
low	low	JJ	B-NP	O	
concentrations	concentration	NNS	I-NP	O	
of	of	IN	B-PP	O	
proteinase	proteinase	NN	B-NP	O	
K	K	NN	I-NP	O	
and	and	CC	O	O	
display	display	VBP	B-VP	O	
several	several	JJ	B-NP	O	
other	other	JJ	I-NP	O	
biochemical	biochemical	JJ	I-NP	O	
properties	property	NNS	I-NP	O	
reminiscent	reminiscent	JJ	B-ADJP	O	
of	of	IN	B-PP	O	
PrP	PrP	NN	B-NP	B-protein	Mention 294	
(	(	(	O	O	
Sc	Sc	NN	B-NP	B-protein	
)	)	)	O	O	
,	,	,	O	O	
the	the	DT	B-NP	O	
pathogenic	pathogenic	JJ	I-NP	O	Mention 295	
isoform	isoform	NN	I-NP	O	
of	of	IN	B-PP	O	
PrP	PrP	NN	B-NP	B-protein	
.	.	.	O	O	
These	These	DT	B-NP	O	
results	result	NNS	I-NP	O	
establish	establish	VBP	B-VP	O	
a	a	DT	B-NP	O	
new	new	JJ	I-NP	O	
transgenic	transgenic	JJ	I-NP	O	
animal	animal	NN	I-NP	O	
model	model	NN	I-NP	O	
of	of	IN	B-PP	O	
an	an	DT	B-NP	O	
inherited	inherit	VBN	I-NP	O	
human	human	JJ	I-NP	O	
prion	prion	NN	I-NP	O	
disorder	disorder	NN	I-NP	O	
.	.	.	O	O	
During	During	IN	B-PP	O	
Drosophila	Drosophila	FW	B-NP	O	
neural	neural	JJ	I-NP	O	
development	development	NN	I-NP	O	
,	,	,	O	O	
neuroblasts	neuroblast	NNS	B-NP	B-cell_type	
delaminate	delaminate	VBP	B-VP	O	
from	from	IN	O	O	
the	the	DT	B-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
of	of	IN	B-PP	O	
each	each	DT	B-NP	O	
hemisegment	hemisegment	NN	I-NP	O	
in	in	IN	B-PP	O	
a	a	DT	B-NP	O	
stereotypic	stereotypic	JJ	I-NP	O	
orthogonal	orthogonal	JJ	I-NP	O	
array	array	NN	I-NP	O	
of	of	IN	B-PP	O	
five	five	CD	B-NP	O	
rows	row	NNS	I-NP	O	
and	and	CC	O	O	
three	three	CD	B-NP	O	
columns	column	NNS	I-NP	O	
(	(	(	O	O	
ventral	ventral	JJ	B-NP	O	
,	,	,	I-NP	O	
intermediate	intermediate	JJ	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
dorsal	dorsal	NN	B-NP	B-protein	
)	)	)	O	O	
.	.	.	O	O	
Prevailing	Prevail	VBG	B-NP	O	
evidence	evidence	NN	I-NP	O	
indicates	indicate	VBZ	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
individual	individual	JJ	I-NP	O	
neuroblast	neuroblast	NN	I-NP	O	
fate	fate	NN	I-NP	O	
is	be	VBZ	B-VP	O	
determined	determine	VBN	I-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
domain-specific	domain-specific	JJ	I-NP	O	
expression	expression	NN	I-NP	O	
of	of	IN	B-PP	O	
genes	gene	NNS	B-NP	B-DNA	
along	along	IN	B-PP	O	
the	the	DT	B-NP	O	
dorsoventral	dorsoventral	JJ	I-NP	O	
and	and	CC	I-NP	O	
anteroposterior	anteroposterior	JJ	I-NP	O	
axis	axis	NN	I-NP	O	
.	.	.	O	O	
Here	Here	RB	B-ADVP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
analyze	analyze	VBP	B-VP	O	
the	the	DT	B-NP	O	
role	role	NN	I-NP	O	
of	of	IN	B-PP	O	
Vnd	Vnd	NNP	B-NP	B-protein	Mention 296	
,	,	,	O	O	
a	a	DT	B-NP	O	Mention 297	
NK-2	NK-2	NN	I-NP	B-protein	
homeodomain	homeodomain	NN	I-NP	I-protein	
protein	protein	NN	I-NP	I-protein	
,	,	,	O	O	
expressed	express	VBN	B-VP	O	
initially	initially	RB	B-ADVP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
ventral	ventral	JJ	I-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
adjacent	adjacent	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
the	the	DT	B-NP	O	
ventral	ventral	JJ	I-NP	O	
midline	midline	NN	I-NP	O	
,	,	,	O	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
dorsoventral	dorsoventral	JJ	I-NP	O	
patterning	patterning	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
and	and	CC	O	O	
the	the	DT	B-NP	O	
neuroblasts	neuroblast	NNS	I-NP	B-cell_type	
.	.	.	O	O	
We	We	PRP	B-NP	O	
show	show	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
in	in	IN	B-PP	O	
vnd	vnd	NN	B-NP	B-cell_type	
null	null	JJ	I-NP	I-cell_type	
mutants	mutant	NNS	I-NP	I-cell_type	
most	most	RBS	B-NP	I-cell_type	
ventral	ventral	JJ	I-NP	I-cell_type	
neuroblasts	neuroblast	NNS	I-NP	I-cell_type	
do	do	VBP	B-VP	O	
not	not	RB	I-VP	O	
form	form	VB	I-VP	O	
and	and	CC	O	O	
the	the	DT	B-NP	O	
few	few	JJ	I-NP	O	
that	that	DT	B-NP	O	
form	form	NN	I-NP	O	
do	do	VBP	B-VP	O	
not	not	RB	I-VP	O	
develop	develop	VB	I-VP	O	
ventral	ventral	JJ	B-NP	O	
fates	fate	NNS	I-NP	O	
,	,	,	O	O	
but	but	CC	O	O	
instead	instead	RB	B-VP	O	
develop	develop	VBP	I-VP	O	
intermediate-like	intermediate-like	JJ	B-NP	O	
fates	fate	NNS	I-NP	O	
.	.	.	O	O	
Furthermore	Furthermore	RB	B-ADVP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
demonstrate	demonstrate	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
Vnd	Vnd	NN	B-NP	B-protein	Mention 298	
influences	influence	VBZ	B-VP	O	
the	the	DT	B-NP	O	
gene	gene	NN	I-NP	O	
expression	expression	NN	I-NP	O	
patterns	pattern	NNS	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
ventral	ventral	JJ	I-NP	O	
proneural	proneural	JJ	I-NP	O	
clusters	cluster	NNS	I-NP	O	
and	and	CC	I-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
that	that	IN	B-SBAR	O	
its	its	PRP$	B-NP	O	Mention 299	Mention 300	
action	action	NN	I-NP	O	
in	in	IN	B-PP	O	
neuroblast	neuroblast	NN	B-NP	B-cell_type	
formation	formation	NN	I-NP	O	
includes	include	VBZ	B-VP	O	
,	,	,	O	O	
but	but	CC	O	O	
is	be	VBZ	B-VP	O	
not	not	RB	O	O	
exclusive	exclusive	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
the	the	DT	B-NP	O	
activation	activation	NN	I-NP	O	
of	of	IN	B-PP	O	
proneural	proneural	JJ	B-NP	B-DNA	
AS-C	AS-C	NN	I-NP	I-DNA	
genes	gene	NNS	I-NP	I-DNA	
.	.	.	O	O	
Through	Through	IN	B-PP	O	
the	the	DT	B-NP	O	
use	use	NN	I-NP	O	
of	of	IN	B-PP	O	
GAL4/UAS	GAL4/UAS	NN	B-NP	O	
gene-expression	gene-expression	NN	I-NP	O	
system	system	NN	I-NP	O	
we	we	PRP	B-NP	O	
show	show	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
ectopic	ectopic	JJ	B-NP	O	
Vnd	Vnd	NN	I-NP	O	
expression	expression	NN	I-NP	O	
can	can	MD	B-VP	O	
promote	promote	VB	I-VP	O	
ventral-like	ventral-like	JJ	B-NP	O	
fates	fate	NNS	I-NP	O	
in	in	IN	B-PP	O	
intermediate	intermediate	JJ	B-NP	O	
and	and	CC	I-NP	O	
dorsal	dorsal	JJ	I-NP	B-cell_type	
neuroblasts	neuroblast	NNS	I-NP	I-cell_type	
and	and	CC	O	O	
can	can	MD	B-VP	O	
suppress	suppress	VB	I-VP	O	
certain	certain	JJ	B-NP	O	
normal	normal	JJ	I-NP	O	
characteristics	characteristic	NNS	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
intermediate	intermediate	JJ	I-NP	O	
and	and	CC	I-NP	O	
dorsal	dorsal	JJ	I-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
.	.	.	O	O	
Our	Our	PRP$	B-NP	O	
results	result	NNS	I-NP	O	
are	be	VBP	B-VP	O	
discussed	discuss	VBN	I-VP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
context	context	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
current	current	JJ	I-NP	O	
evidence	evidence	NN	I-NP	O	
in	in	IN	B-PP	O	
dorsoventral	dorsoventral	JJ	B-NP	O	
patterning	patterning	NN	I-NP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
Drosophila	Drosophila	NNP	I-NP	O	
neuroectoderm	neuroectoderm	NN	I-NP	O	
.	.	.	O	O	
Germ-line	Germ-line	JJ	B-NP	B-cell_line	Mention 301	
stem	stem	NN	I-NP	I-cell_line	
cells	cell	NNS	I-NP	I-cell_line	
(	(	(	O	O	
GSCs	GSC	NNS	B-NP	B-cell_type	Mention 302	
)	)	)	O	O	
serve	serve	VBP	B-VP	O	
as	as	IN	B-PP	O	
the	the	DT	B-NP	O	
source	source	NN	I-NP	O	
for	for	IN	B-PP	O	
gametogenesis	gametogenesis	NN	B-NP	O	
in	in	IN	B-PP	O	
diverse	diverse	JJ	B-NP	O	
organisms	organism	NNS	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
cloned	clone	VBD	B-VP	O	
and	and	CC	O	O	
characterized	characterize	VBD	B-VP	O	
the	the	DT	B-NP	O	
Drosophila	Drosophila	NNP	I-NP	B-DNA	Mention 303	
piwi	piwi	NN	I-NP	I-DNA	
gene	gene	NN	I-NP	I-DNA	
and	and	CC	O	O	
showed	show	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
it	it	PRP	B-NP	O	Mention 304	
is	be	VBZ	B-VP	O	
required	require	VBN	I-VP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
asymmetric	asymmetric	JJ	I-NP	O	
division	division	NN	I-NP	O	
of	of	IN	B-PP	O	
GSCs	GSC	NNS	B-NP	B-cell_type	
to	to	TO	B-VP	O	
produce	produce	VB	I-VP	O	
and	and	CC	I-VP	O	
maintain	maintain	VB	I-VP	O	
a	a	DT	B-NP	O	
daughter	daughter	NN	I-NP	O	
GSC	GSC	NN	I-NP	O	
but	but	CC	O	O	
is	be	VBZ	B-VP	O	
not	not	RB	O	O	
essential	essential	JJ	B-ADJP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
further	further	JJ	I-NP	O	
differentiation	differentiation	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
committed	commit	VBN	I-NP	B-cell_type	
daughter	daughter	NN	I-NP	I-cell_type	
cell	cell	NN	I-NP	I-cell_type	
.	.	.	O	O	
Genetic	Genetic	JJ	B-NP	O	
mosaic	mosaic	NN	I-NP	O	
and	and	CC	I-NP	O	
RNA	RNA	NN	I-NP	O	
in	in	FW	B-NP	O	
situ	situ	FW	I-NP	O	
analyses	analysis	NNS	I-NP	O	
suggest	suggest	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
piwi	piwi	NN	B-NP	O	
expression	expression	NN	I-NP	O	
in	in	IN	B-PP	O	
adjacent	adjacent	JJ	B-NP	B-cell_type	
somatic	somatic	JJ	I-NP	I-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
regulates	regulate	VBZ	B-VP	O	
GSC	GSC	NNP	B-NP	O	
division	division	NN	I-NP	O	
.	.	.	O	O	
piwi	piwi	NN	B-NP	O	
encodes	encode	VBZ	B-VP	O	
a	a	DT	B-NP	O	
highly	highly	RB	I-NP	O	
basic	basic	JJ	I-NP	O	
novel	novel	JJ	I-NP	O	
protein	protein	NN	I-NP	O	
,	,	,	O	O	
well	well	RB	B-VP	O	
conserved	conserve	VBN	I-VP	O	
during	during	IN	B-PP	O	
evolution	evolution	NN	B-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
isolated	isolate	VBD	B-VP	O	
piwi	piwi	NN	B-NP	B-protein	
homologs	homolog	NNS	I-NP	I-protein	
in	in	IN	B-PP	O	
Caenorhabditis	Caenorhabditis	NN	B-NP	O	
elegans	elegan	NNS	I-NP	O	
and	and	CC	I-NP	O	
humans	human	NNS	I-NP	O	
and	and	CC	O	O	
also	also	RB	B-ADVP	O	
identified	identify	VBD	B-VP	O	
Arabidopsis	Arabidopsis	NN	B-NP	B-DNA	
piwi-like	piwi-like	JJ	I-NP	I-DNA	
genes	gene	NNS	I-NP	I-DNA	
known	know	VBN	B-VP	O	
to	to	TO	I-VP	O	
be	be	VB	I-VP	O	
required	require	VBN	I-VP	O	
for	for	IN	B-PP	O	
meristem	meristem	NN	B-NP	O	
cell	cell	NN	I-NP	O	
maintenance	maintenance	NN	I-NP	O	
.	.	.	O	O	
Decreasing	Decrease	VBG	B-VP	O	
C	C	NN	B-NP	O	
.	.	.	O	O	
elegans	elegan	NNS	B-NP	O	
piwi	piwi	NN	I-NP	O	
expression	expression	NN	I-NP	O	
reduces	reduce	VBZ	B-VP	O	
the	the	DT	B-NP	O	
proliferation	proliferation	NN	I-NP	O	
of	of	IN	B-PP	O	
GSC-equivalent	GSC-equivalent	JJ	B-NP	B-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
.	.	.	O	O	
Thus	Thus	RB	B-ADVP	O	
,	,	,	O	O	
piwi	piwi	NN	B-NP	O	
represents	represent	VBZ	B-VP	O	
a	a	DT	B-NP	O	
novel	novel	JJ	I-NP	O	
class	class	NN	I-NP	O	
of	of	IN	B-PP	O	
genes	gene	NNS	B-NP	B-DNA	
required	require	VBN	B-VP	O	
for	for	IN	B-PP	O	
GSC	GSC	NN	B-NP	O	
division	division	NN	I-NP	O	
in	in	IN	B-PP	O	
diverse	diverse	JJ	B-NP	O	
organisms	organism	NNS	I-NP	O	
.	.	.	O	O	
The	The	DT	B-NP	O	
nmd	nmd	NN	I-NP	O	Mention 305	
mouse	mouse	NN	I-NP	O	
mutation	mutation	NN	I-NP	O	
causes	cause	VBZ	B-VP	O	
progressive	progressive	JJ	B-NP	O	
degeneration	degeneration	NN	I-NP	O	
of	of	IN	B-PP	O	
spinal	spinal	JJ	B-NP	B-cell_type	
motor	motor	NN	I-NP	I-cell_type	
neurons	neuron	NNS	I-NP	I-cell_type	
and	and	CC	O	O	
muscle	muscle	NN	B-NP	O	
atrophy	atrophy	NN	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
identified	identify	VBD	B-VP	O	
the	the	DT	B-NP	O	Mention 306	
mutated	mutate	VBN	I-NP	B-DNA	
gene	gene	NN	I-NP	I-DNA	
as	as	IN	B-PP	O	
the	the	DT	B-NP	O	
putative	putative	JJ	I-NP	O	
transcriptional	transcriptional	JJ	I-NP	O	Mention 307	
activator	activator	NN	I-NP	O	
and	and	CC	I-NP	O	
ATPase/DNA	ATPase/DNA	NN	I-NP	O	
helicase	helicase	NN	I-NP	O	
previously	previously	RB	B-VP	O	
described	describe	VBN	I-VP	O	
as	as	IN	B-PP	O	
Smbp2	Smbp2	NN	B-NP	B-protein	Mention 308	
,	,	,	O	O	
Rip1	Rip1	NN	B-NP	B-protein	
,	,	,	O	O	
Gf1	Gf1	NN	B-NP	B-protein	
,	,	,	O	O	
or	or	CC	O	O	
Catf1	Catf1	NN	B-NP	B-protein	
.	.	.	O	O	
Mutations	Mutation	NNS	B-NP	O	
were	be	VBD	B-VP	O	
found	find	VBN	I-VP	O	
in	in	IN	B-PP	O	
two	two	CD	B-NP	O	
